ID Age,Age,ID Year,Year,ID Poverty Status,Poverty Status,Poverty Population,Poverty Population Moe,Geography,ID Geography,Slug Geography,share,Sex,ID Sex
4,"15 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",0,23,"Sterling, VA","16000US5175376","sterling-va",0,"Female",1
5,"16 & 17 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",23,33,"Sterling, VA","16000US5175376","sterling-va",0.012841987716359575,"Male",0
5,"16 & 17 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",11,20,"Sterling, VA","16000US5175376","sterling-va",0.006141820212171971,"Female",1
6,"18 to 24 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",0,23,"Sterling, VA","16000US5175376","sterling-va",0,"Male",0
6,"18 to 24 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",187,121,"Sterling, VA","16000US5175376","sterling-va",0.1044109436069235,"Female",1
7,"25 to 34 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",205,164,"Sterling, VA","16000US5175376","sterling-va",0.11446119486320491,"Male",0
7,"25 to 34 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",224,112.99999999999999,"Sterling, VA","16000US5175376","sterling-va",0.12506979341150196,"Female",1
8,"35 to 44 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",62,51,"Sterling, VA","16000US5175376","sterling-va",0.03461753210496929,"Male",0
8,"35 to 44 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",163,108,"Sterling, VA","16000US5175376","sterling-va",0.0910106085985483,"Female",1
9,"45 to 54 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",92,72,"Sterling, VA","16000US5175376","sterling-va",0.0513679508654383,"Male",0
9,"45 to 54 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",43,37,"Sterling, VA","16000US5175376","sterling-va",0.02400893355667225,"Female",1
10,"55 to 64 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",24,28,"Sterling, VA","16000US5175376","sterling-va",0.01340033500837521,"Male",0
10,"55 to 64 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",43,34,"Sterling, VA","16000US5175376","sterling-va",0.02400893355667225,"Female",1
11,"65 to 74 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",10,15.000000000000002,"Sterling, VA","16000US5175376","sterling-va",0.005583472920156337,"Male",0
11,"65 to 74 Years",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",79,59,"Sterling, VA","16000US5175376","sterling-va",0.044109436069235064,"Female",1
12,"75 Years & Over",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",0,23,"Sterling, VA","16000US5175376","sterling-va",0,"Male",0
12,"75 Years & Over",2013,"2013",0,"Income In The Past 12 Months Below Poverty Level",142,81,"Sterling, VA","16000US5175376","sterling-va",0.07928531546621999,"Female",1
